path,name,category,status,description,classes,functions,lines,size_bytes,modified,author,todo_count
core/src/real-time/degradation-manager.ts,degradation-manager.ts,"Shared utilities, TTS, API clients, base types",active,"* Degradation Manager - Graceful degradation and recovery strategies * * Implements intelligent degradation strategies when performance constraints * cannot be met, with automatic recovery when conditions improve. * * @author @darianrosebrook",DegradationManager,,720,20799,2026-01-28T14:38:20.774622,@darianrosebrook,0
core/src/real-time/index.ts,index.ts,"Shared utilities, TTS, API clients, base types",stable,"* @conscious-bot/core/real-time - Real-time performance monitoring * * Exports all real-time performance monitoring components for maintaining * responsive, predictable behavior under strict timing constraints. * * @author @darianrosebrook",,,20,603,2025-08-20T18:15:25.923014,@darianrosebrook,0
core/src/real-time/performance-tracker.ts,performance-tracker.ts,"Shared utilities, TTS, API clients, base types",active,"Implements real-time performance logging for the cognitive and execution layers, capturing operation timings and metrics per session. Maintains a bounded history of performance data for analysis and anomaly detection. Provides event emissions for tracking critical performance events in the conscious-bot agent's workflows.","BoundedHistory, PerformanceTracker",,816,22233,2026-01-28T14:38:20.554572,@darianrosebrook,0
core/src/real-time/types.ts,types.ts,"Shared utilities, TTS, API clients, base types",stable,"Provides type definitions for real-time performance budget tracking in the conscious-bot architecture, enabling enforcement and monitoring of operation-specific allocations within the core system.",,,678,17959,2025-08-20T18:15:25.078132,@darianrosebrook,0
core/src/server.ts,server.ts,"Shared utilities, TTS, API clients, base types",active,"Provides REST-based endpoints to register, update, and manage option (dynamic capability) registrations within the conscious-bot system. Manages request validation, capability creation, and response status for the /capabilities/option/register route. Central to capability lifecycle control and secure LLM-authenticated option deployment.",,createServer,399,11156,2026-01-30T21:31:56.854730,@darianrosebrook,0
core/src/signal-processor.ts,signal-processor.ts,"Shared utilities, TTS, API clients, base types",stable,"Implements signal aggregation, prioritization, and filtering for the conscious-bot's input stream. Processes incoming signals through a bounded history and trend analysis to generate adaptive needs.",SignalProcessor,,1407,38544,2025-10-01T22:14:07.867458,@darianrosebrook,0
core/src/sterling/index.ts,index.ts,"Shared utilities, TTS, API clients, base types",active,* Sterling reasoning client * * WebSocket client for connecting to Sterling's unified graph-search server.,,,32,785,2026-01-28T13:10:38.190304,,0
core/src/sterling/sterling-client.ts,sterling-client.ts,"Shared utilities, TTS, API clients, base types",active,Provides a WebSocket client for Sterling's graph-reasoning server integration in the conscious-bot architecture. Manages connection state and implements circuit breaker/retry patterns for reliable message transmission. Handles Sterling protocol messages and connects using environment configuration.,SterlingClient,,858,25169,2026-02-06T06:48:57.308378,@darianrosebrook,0
core/src/sterling/types.ts,types.ts,"Shared utilities, TTS, API clients, base types",active,Provides type definitions for Sterling's WebSocket protocol messages and request types used across the conscious-bot system. Defines enum and interface structures for domain-specific solver communication in the core module.,,,352,10257,2026-02-05T19:49:00.566980,@darianrosebrook,0
core/src/test-cognitive-pipeline.ts,test-cognitive-pipeline.ts,"Shared utilities, TTS, API clients, base types",stable,"dependencies for the cognitive pipeline test are managed within the conscious-bot architecture, testing the end-to-end conversion from cognitive thoughts to executed behaviors, ensuring the thought-to-signal and signal-to-action flow works as intended. This test is currently disabled due to cross-package constraints in the conscious-bot monorepo. It validates the integration of cognition, planning, and execution components when restructured.",,testCognitivePipeline,39,1156,2025-09-21T16:43:09.318889,@darianrosebrook,2
core/src/tts/index.ts,index.ts,"Shared utilities, TTS, API clients, base types",active,* TTS client * * Fire-and-forget text-to-speech via Kokoro-ONNX (optional sibling service).,,,8,199,2026-02-02T01:26:02.220011,,0
core/src/tts/tts-client.ts,tts-client.ts,"Shared utilities, TTS, API clients, base types",active,"Provides a text-to-speech interface using Kokoro-ONNX for the conscious-bot architecture. Detects and initializes system audio streaming via sox process if available. Degrades gracefully when dependencies are missing, maintaining core functionality.",TTSClient,,308,9009,2026-02-05T19:34:23.863883,@darianrosebrook,0
core/src/types.ts,types.ts,"Shared utilities, TTS, API clients, base types",stable,"Provides Signal and NeedScore types to standardize and validate input to the cognitive modules of conscious-bot, ensuring reliable and structured data flow for health, nutrition, and safety evaluation.",BoundedHistory,,604,15299,2025-10-01T22:14:07.867420,@darianrosebrook,0
core/src/utils/http-client.ts,http-client.ts,"Shared utilities, TTS, API clients, base types",stable,"Client provides a robust HTTP request wrapper with built-in retry, circuit breaker, and timeout mechanisms to ensure safe and reliable communication for the conscious-bot system. It uses exponential backoff and maintains per-url circuit breaker states in memory. This utility supports all modules of the conscious-bot monorepo with consistent network reliability.",HttpClient,createServiceClients,278,7757,2025-11-06T22:46:48.085101,@darianrosebrook,0
core/src/utils/resilient-service-client.ts,resilient-service-client.ts,"Shared utilities, TTS, API clients, base types",active,Provides a resilient HTTP client for hot-reloading-aware service calls in conscious-bot. Automatically retries on transient connection errors with exponential backoff and configurable options. Integrates with the bot's modular service components to ensure robust external API interactions.,keying,"isTransientError, sleep, _classifyError, _shouldLog, _resetLogDedup",233,7145,2026-02-01T14:38:15.448195,@darianrosebrook,0
dashboard/src/App.tsx,App.tsx,"Next.js dashboard, viewer HUD",active,"component dashboard-app provides the UI context for the dashboard, rendering the main viewer HUD and enabling secure access to the conscious-bot's current status and outputs via the DashboardProvider.",,App,12,240,2026-02-03T00:58:05.820658,,0
dashboard/src/components/Dashboard.tsx,Dashboard.tsx,"Next.js dashboard, viewer HUD",active,"Mode presents the real-time status and controls of the Conscious Bot's dashboard, integrating key state hooks and UI components for task, memory, and world monitoring.",,"isStatusOrEnvironmental, Dashboard",1377,55900,2026-02-06T22:58:17.983359,@darianrosebrook,0
dashboard/src/components/database-panel.tsx,database-panel.tsx,"Next.js dashboard, viewer HUD",active,"from the dashboard module, provides a collapsible section wrapper for displaying and hiding the database panel, using React state and hooks for toggle behavior, and integrates visual components for enhanced user interaction with the bot's database state overview.",,"CollapsibleSection, DatabasePanel",1024,39185,2026-02-03T01:51:56.449549,,0
dashboard/src/components/embedding-viz-canvas.tsx,embedding-viz-canvas.tsx,"Next.js dashboard, viewer HUD",active,Provides 3D embedding visualization for the dashboard; renders points with color-coded memory types using a custom WebGL component; exposes click and select event handlers for interactive exploration.,"as, EmbeddingVizElement",EmbeddingVizCanvas,461,13549,2026-02-03T01:05:21.935472,,0
dashboard/src/components/embedding-viz-panel.tsx,embedding-viz-panel.tsx,"Next.js dashboard, viewer HUD",active,Provides a 3D embedding visualization panel for the dashboard. Implements interactive scatter chart rendering with loading states and color coding by memory type. Displays real-time updates and uses a Three.js canvas for smooth rendering.,,"LoadingFallback, EmbeddingVizPanel",268,8825,2026-02-03T02:23:02.840824,,0
dashboard/src/components/empty-state.tsx,empty-state.tsx,"Next.js dashboard, viewer HUD",active,"the dashboard's EmptyState module implements a minimal UI component for rendering no-data placeholders in the conscious-bot viewer HUD, requiring an icon, title, and description, and optionally an action label to indicate absence of content",,EmptyState,35,865,2026-02-03T00:58:17.993230,@darianrosebrook,0
dashboard/src/components/evaluation-panel.tsx,evaluation-panel.tsx,"Next.js dashboard, viewer HUD",active,"metrics visualization component for the conscious-bot dashboard that dynamically renders evaluation results, alert status, and performance statistics using Lucide React charts and status indicators",,EvaluationPanel,322,9272,2026-02-03T01:31:16.218911,@darianrosebrook,0
dashboard/src/components/evaluation-tab.tsx,evaluation-tab.tsx,"Next.js dashboard, viewer HUD",active,"Provides the evaluation tab UI for the conscious-bot dashboard. Displays current task performance, decision quality metrics, system health status, and a timeline of recent activity. Integrates with InteroTimelineChart, SparklineChart, and memory modules to fetch and visualize evaluation data.",,EvaluationTab,379,11939,2026-02-05T02:47:57.217337,@darianrosebrook,0
dashboard/src/components/hud-meter.tsx,hud-meter.tsx,"Next.js dashboard, viewer HUD",active,Provides styled components for easy integration into the viewer HUD.,,HudMeter,46,1112,2026-02-03T01:05:33.000311,,0
dashboard/src/components/intero-current-snapshot.tsx,intero-current-snapshot.tsx,"Next.js dashboard, viewer HUD",active,"* Intero Current Snapshot * * Compact display of the current interoceptive state: * six horizontal bars (one per stress axis), three headline numbers * (composite stress, focus, curiosity), and an emotional state badge. * * @author @darianrosebrook",,InteroCurrentSnapshot,105,3312,2026-02-03T01:05:33.003214,@darianrosebrook,0
dashboard/src/components/intero-timeline-chart.tsx,intero-timeline-chart.tsx,"Next.js dashboard, viewer HUD",active,Provides a multi-line SVG timeline for the conscious-bot dashboard. Implements axis coloring and dynamically renders stress metrics from InteroSnapshot data. Displays real-time stress values with grid lines and interactive hover tooltips for clear viewer HUD visualization.,,"formatTimeLabel, InteroTimelineChart",306,8766,2026-02-03T00:58:17.996428,@darianrosebrook,0
dashboard/src/components/inventory-display.tsx,inventory-display.tsx,"Next.js dashboard, viewer HUD",active,";Provides a React component for rendering the conscious-bot's main inventory (slots 9–44) with item details and display logic. Implements display state, item rendering using sprites and metadata, and integrates with the ViewerHudOverlay for the hotbar (slots 0–8).",,SlotCell,200,7079,2026-02-03T18:02:48.783872,@darianrosebrook,0
dashboard/src/components/pill.tsx,pill.tsx,"Next.js dashboard, viewer HUD",active,",
The dashboard's Pill component renders labeled or tagged metadata as clickable visual indicators within the viewer HUD, supporting multiple variants for visual distinction. 
It is designed to cleanly display and highlight important information such as task sources or thought types. 
This component integrates seamlessly with the dashboard's tagging system to enhance user clarity.",,Pill,36,761,2026-02-03T00:58:17.997364,,0
dashboard/src/components/section.tsx,section.tsx,"Next.js dashboard, viewer HUD",active,Implements a reusable section for organizing dashboard content in the conscious-bot dashboard Provides a structured layout with header and content wrappers Enforces consistent visual styling across all panel sections,,Section,54,1142,2026-02-03T00:58:17.997896,,0
dashboard/src/components/sparkline-chart.tsx,sparkline-chart.tsx,"Next.js dashboard, viewer HUD",active,* Sparkline Chart * * Tiny reusable SVG sparkline for a single metric over time. * Filled area polygon + polyline stroke + current-value dot. * * @author @darianrosebrook,,SparklineChart,126,3044,2026-02-03T01:31:54.585602,@darianrosebrook,0
dashboard/src/components/stress-hex-heatmap.tsx,stress-hex-heatmap.tsx,"Next.js dashboard, viewer HUD",active,"Provides a hexagonal heatmap to visually display the bot's current stress levels, mapping each axis to Time, Situational, Health/Hunger, Resource, Protection, or Location via user-defined mapping. Uses a grid of hexagons where the center represents minimal stress and edges indicate increasing stress, with customizable axis labels and dynamic data binding. Offers interactive tooltips for detailed stress value and axis context.",,"hexRing, hexSpiral, axialToPixel, hexPath, dominantAxisIndex",338,10183,2026-02-03T01:05:33.008610,,0
dashboard/src/components/ui/button.tsx,button.tsx,"Next.js dashboard, viewer HUD",active,"from the conscious-bot dashboard module, the Button component implements interactive controls using React and Radix UI, exposing styled and variant props via the buttonVariants type, enabling consistent button appearance and behavior across the viewer HUD. It forwards the button as a Slot when used as a child, allowing flexible layout composition. The interface ensures type safety for props and variants in the dashboard UI layer.",,,51,1297,2026-02-03T00:58:18.002445,,0
dashboard/src/components/ui/card.tsx,card.tsx,"Next.js dashboard, viewer HUD",active,"Provides a customizable React component for displaying structured dashboard information, using forwardRef for sub-components such as CardHeader, CardDescription, and CardContent, each styled and named appropriately for separation of concerns in the conscious-bot UI architecture.",,,74,1768,2026-02-03T00:58:18.000221,,0
dashboard/src/components/ui/progress.tsx,progress.tsx,"Next.js dashboard, viewer HUD",active,Module implementation.,,,24,728,2026-02-03T00:58:18.000440,,0
dashboard/src/components/ui/scroll-area.tsx,scroll-area.tsx,"Next.js dashboard, viewer HUD",active,"Provides a customizable scroll area component for the conscious-bot dashboard UI, rendering a ScrollAreaPrimitive.Root that contains the viewport for content and integrates ScrollBar and Corner visuals. Exposes React props for orientation and styling, enabling consistent HUD navigation elements in the viewer interface.",,,45,1538,2026-02-03T00:58:18.001625,,0
dashboard/src/components/ui/tabs.tsx,tabs.tsx,"Next.js dashboard, viewer HUD",active,"Component provides customizable tabs for the conscious-bot dashboard UI, managing list and content components for navigation and rendering. It integrates with React and Radix UI to enable tab switching and visual layout. Key elements are TabsList for tab headers, TabsContent for tab panels, andTabsTrigger for user interaction.",,,45,1310,2026-02-03T00:58:17.999993,,0
dashboard/src/components/ui/toast.tsx,toast.tsx,"Next.js dashboard, viewer HUD",active,"Provides a customizable toast notification component for the conscious-bot dashboard UI, implementing variant styling via ClassVarianceAuthority and wrapping the React ToastPrimitives Root. Exposes props for variant selection and integrates with the dashboard's component system for consistent visual feedback. Enables declarative toast display with proper ref forwarding and type safety for the user interface.",,,117,3278,2026-02-03T00:58:18.003367,,0
dashboard/src/components/ui/toaster.tsx,toaster.tsx,"Next.js dashboard, viewer HUD",active,"asts the user interface for the conscious-bot dashboard, rendering multiple toast notifications with titles, descriptions, and actions using the Toast component and event handlers. It manages the display of toasts and provides a close mechanism for each toast instance. The Toaster component integrates with the dashboard to offer real-time toast updates for the viewer HUD.",,Toaster,34,827,2026-02-03T00:58:18.000675,,0
dashboard/src/components/ui/tooltip.tsx,tooltip.tsx,"Next.js dashboard, viewer HUD",active,Provides a styled tooltip UI for the conscious-bot dashboard. Implements a provider and child components using Radix UI TooltipPrimitive. Displays concise agent information in a dark-themed title/subtext layout for better visibility.,,"TooltipProvider, Tooltip, TooltipTrigger, TooltipContent",53,1290,2026-02-03T00:58:18.002228,@darianrosebrook,0
dashboard/src/components/valuation-panel.tsx,valuation-panel.tsx,"Next.js dashboard, viewer HUD",active,"<br>Provides a UI for rendering real-time valuation decisions in the dashboard's observability layer.<br>Processes incoming SSE events and transforms them into ValuationDashboardRecord objects.<br>Displays key metrics, decision logs, and failure analysis in a collapsible panel.",,"formatTime, truncateId, transformEvent, CollapsibleSection, ValuationPanel",568,20672,2026-02-03T01:05:55.345764,@darianrosebrook,0
dashboard/src/components/viewer-hud-overlay.tsx,viewer-hud-overlay.tsx,"Next.js dashboard, viewer HUD",active,* Minecraft-style HUD overlay for the prismarine viewer.,,"getHotbarItemSprite, getHotbarItemName, getHeartSprite, getFoodSprite, getArmorSprite",244,7042,2026-02-03T01:05:07.295941,,0
dashboard/src/config.ts,config.ts,"Next.js dashboard, viewer HUD",active,"Provides centralized configuration for the conscious-bot dashboard components. Defines service endpoints for Minecraft, cognition, memory, planning, and world modules. Enforces strict variable validation and environment settings for the viewer HUD and service discovery.",ServiceDiscovery,,290,8975,2026-02-03T01:18:05.024998,@darianrosebrook,0
dashboard/src/contexts/dashboard-context.tsx,dashboard-context.tsx,"Next.js dashboard, viewer HUD",active,"Provides shared context data for dashboard components by exposing access to service endpoints, world, and configuration state used across the viewer HUD and related UI layers.","ApiClient, ServiceDiscovery","DashboardProvider, useDashboardContext",715,20539,2026-02-05T02:08:26.433970,@darianrosebrook,0
dashboard/src/hooks/use-api.ts,use-api.ts,"Next.js dashboard, viewer HUD",active,"Provides an API hook for dashboard components in the conscious-bot project, enabling HTTP requests with configurable methods, headers, and timeouts for the Next.js viewer HUD. Manages API calls using React memoization for performance and safety. Exposes a typed useApi function for robust and maintainable client-side data fetching.",,useApi,124,3110,2026-02-03T00:58:18.684149,@darianrosebrook,0
dashboard/src/hooks/use-bot-state-sse.ts,use-bot-state-sse.ts,"Next.js dashboard, viewer HUD",active,"Provides a SSE-based hook to receive and filter bot state updates from the dashboard for the Minecraft HUD. Implements a fallback stream when the main WebSocket is disconnected, ensuring continuous display of bot status. Updates the UI with current connected status, inventory, position, and other vital or cognitive data from the dashboard.",,useBotStateSSE,72,1946,2026-02-03T00:58:18.684447,@darianrosebrook,0
dashboard/src/hooks/use-cognitive-stream.ts,use-cognitive-stream.ts,"Next.js dashboard, viewer HUD",active,"Provides a real-time SSE interface to receive and emit cognitive stream messages from the conscious-bot's LLM integration, manages thought events, and offers hooks for sending intrusive thoughts with tags and strengths.",,"mapThoughtType, mapAttribution, useCognitiveStream",337,10967,2026-02-05T19:34:23.801504,@darianrosebrook,0
dashboard/src/hooks/use-initial-data-fetch.ts,use-initial-data-fetch.ts,"Next.js dashboard, viewer HUD",active,"Data fetches the initial state for the dashboard, synchronizing tasks, planner data, world environment, inventory, and bot state via the connection hooks. It triggers a single-time API requests to the bot and services, normalizes the task response, and ensures immediate HUD hydration with up-to-date information.",,useInitialDataFetch,251,8057,2026-02-06T22:58:17.968864,@darianrosebrook,0
dashboard/src/hooks/use-periodic-refresh.ts,use-periodic-refresh.ts,"Next.js dashboard, viewer HUD",active,"Provides periodic state refresh for the dashboard by polling the bot's inventory, thoughts, events, and memory, and updates these via the useDashboardStore hooks.",,usePeriodicRefresh,372,12680,2026-02-06T22:58:17.998031,@darianrosebrook,0
dashboard/src/hooks/use-sse.ts,use-sse.ts,"Next.js dashboard, viewer HUD",active,"Provides a robust Server-Sent Events (SSE) hook with exponential reconnection and global connection deduplication for real-time data streaming in the conscious-bot dashboard components. Manages connection lifecycle events via onMessage, onOpen, onClose, and onError. Ensures single-instance connections and graceful failure handling in Next.js environment.",,useSSE,247,7284,2026-02-03T00:58:18.685867,,0
dashboard/src/hooks/use-task-stream.ts,use-task-stream.ts,"Next.js dashboard, viewer HUD",active,Provides real-time task updates to the dashboard via SSE and handles fallback polling for missed events. Manages task state using setTasks and setTasksFallback hooks.,,useTaskStream,126,3930,2026-02-05T02:45:32.310431,@darianrosebrook,0
dashboard/src/hooks/use-toast.ts,use-toast.ts,"Next.js dashboard, viewer HUD",active,"Implements toast management for the Next.js dashboard UI by dispatching actions to add, update, dismiss, or remove toast notifications, maintaining a state of active toasts, and handling timed removals with a queue and Map.",,"genId, dispatch, toast, useToast",189,3828,2026-02-03T00:58:18.686356,,0
dashboard/src/hooks/use-viewer.ts,use-viewer.ts,"Next.js dashboard, viewer HUD",active,"Provides viewer state management for the dashboard component using React hooks. Manages viewer start/stop logic, status updates, and prevents unnecessary re-renders.",,useViewer,239,6134,2026-02-03T00:58:18.686625,@darianrosebrook,0
dashboard/src/hooks/use-ws-bot-state.ts,use-ws-bot-state.ts,"Next.js dashboard, viewer HUD",active,"Provides real-time bot state via WebSocket from the minecraft-interface, offering current position, inventory, and connection status updates to the dashboard.",,useWsBotState,461,14400,2026-02-06T22:58:17.969270,@darianrosebrook,0
dashboard/src/hooks/useWebSocket.ts,useWebSocket.ts,"Next.js dashboard, viewer HUD",active,Provides a real-time WebSocket connection for the dashboard to receive and display the bot's current Minecraft state updates. Handles reconnect logic with configurable intervals and attempts.,,useWebSocket,225,6232,2026-02-03T00:58:18.687314,@darianrosebrook,0
dashboard/src/lib/message-parser.ts,message-parser.ts,"Next.js dashboard, viewer HUD",active,typescript message parser in the dashboard that translates planner actions into user-friendly task descriptions for the viewer HUD,,"parsePlannerAction, parseTaskDescription, parseStepDescription, parseGoalDescription, parseCurrentAction",276,7493,2026-02-03T00:58:19.434079,@darianrosebrook,0
dashboard/src/lib/minecraft-assets.ts,minecraft-assets.ts,"Next.js dashboard, viewer HUD",active,Provides reliable Minecraft item sprite URLs for the dashboard rendering layer by prioritizing the Wiki data source and falling back to PrismarineJS JSON.,,"getItemSpriteUrl, getWikiSpritePath, getItemDisplayName, getItemCategory, getFallbackSprite",544,22804,2026-02-03T00:58:19.434389,@darianrosebrook,0
dashboard/src/lib/minecraft-sprites.ts,minecraft-sprites.ts,"Next.js dashboard, viewer HUD",active,"Provides utility functions to retrieve Minecraft item sprite resources from the local file system, ensuring consistent visual representation for the dashboard viewer HUD.",,"getItemSprite, getFallbackSprite",28,781,2026-02-03T00:58:19.434614,@darianrosebrook,0
dashboard/src/lib/mineflayer-item-mapping.ts,mineflayer-item-mapping.ts,"Next.js dashboard, viewer HUD",active,* Mineflayer Item Mapping * * Maps Mineflayer item types to our sprite system. * Mineflayer uses different item IDs than the legacy mapping. * * @author @darianrosebrook,,"getMineflayerItemSprite, getMineflayerItemDisplayName",848,21891,2026-02-03T00:58:19.434848,@darianrosebrook,0
dashboard/src/lib/resilient-fetch.ts,resilient-fetch.ts,"Next.js dashboard, viewer HUD",active,"Provides a resilient HTTP client for dashboard fetches, retrying failed requests with exponential backoff and supporting hot-reloadability for external services. Manages transient errors such as ECONNREFUSED and ensures reliable data retrieval for the conscious-bot HUD.",,"isTransientError, sleep, resilientFetch",95,2613,2026-02-03T00:58:19.435074,@darianrosebrook,0
dashboard/src/lib/task-normalize.ts,task-normalize.ts,"Next.js dashboard, viewer HUD",active,"action normalizeTasksResponse processes and flattens task data from the dashboard interface, converting complex or nested responses into a coherent list of Task objects for the viewer HUD display",,normalizeTasksResponse,19,604,2026-02-05T02:45:17.017462,,0
dashboard/src/lib/task-utils.ts,task-utils.ts,"Next.js dashboard, viewer HUD",active,"Provides utility functions to convert the bot's internal planning task representations into the dashboard's Task format. Maps planner, goal, and requirement types to the appropriate Task properties using a strict structure. Enables consistent rendering of task metadata and progress for the viewer HUD.",,mapPlanningTaskToDashboard,81,2085,2026-02-03T00:58:19.435511,@darianrosebrook,0
dashboard/src/lib/text-utils.ts,text-utils.ts,"Next.js dashboard, viewer HUD",active,Provides wrapper sentence detection and text cleaning utilities essential for rendering the dashboard's viewer HUD. Implements functions to strip planner-specific goal tags and normalize whitespace for display. Ensures user-facing text is free of extraneous tags and properly formatted for visual output.,,"stripGoalTags, cleanDisplayText, parseGoalTags, goalToLabel",81,2553,2026-02-03T00:58:19.435744,@darianrosebrook,0
dashboard/src/lib/utils.ts,utils.ts,"Next.js dashboard, viewer HUD",active,Only logs when VITE_DEBUG_DASHBOARD=1 to reduce browser console noise,"string, for, based","debugLog, cn, formatTime, formatRelativeTime, getHudColor",137,3953,2026-02-03T01:18:51.551406,,0
dashboard/src/main.tsx,main.tsx,"Next.js dashboard, viewer HUD",active,", the dashboard module provides a React-based user interface for visualizing and interacting with the conscious-bot's current state and planned actions. It renders the main component that displays the HUD, allowing users to monitor and control the bot's activities through the dashboard.",,,5,167,2026-02-03T00:58:01.832388,,0
dashboard/src/stores/dashboard-store.ts,dashboard-store.ts,"Next.js dashboard, viewer HUD",active,"DataStore for the dashboard component in the conscious-bot monorepo; manages state for live status, HUD data, thoughts, tasks, events, memories, notes, environment, screenshot, and session; provides methods to set, add, update, and retrieve these entities synchronously for the viewer HUD interface.",,,526,17958,2026-02-05T19:34:23.801612,,0
dashboard/src/types/index.ts,index.ts,"Next.js dashboard, viewer HUD",active,* Dashboard Types * @author @darianrosebrook,,,389,8701,2026-02-05T19:34:23.801490,@darianrosebrook,0
dashboard/vite.config.ts,vite.config.ts,"Next.js dashboard, viewer HUD",active,"Provides Vite configuration for the dashboard, mapping API routes to the conscious-bot's memory service for efficient data visualization and access.",,,186,6741,2026-02-05T02:07:38.008167,,0
evaluation/src/benchmarking/performance-benchmark-runner.ts,performance-benchmark-runner.ts,Test scenarios and evaluation,stable,"* Performance Benchmark Runner * * Comprehensive automated performance benchmarking system for the Conscious Bot. * Tests system performance across various dimensions including memory operations, * cognitive processing, planning, safety systems, and end-to-end scenarios. * * @author @darianrosebrook",PerformanceBenchmarkRunner,,637,19125,2025-10-01T20:29:43.740748,@darianrosebrook,1
evaluation/src/benchmarking/performance-benchmarker.ts,performance-benchmarker.ts,Test scenarios and evaluation,stable,"Implements a benchmarking suite to evaluate the performance of the conscious-bot across tasks, providing statistical analysis and regression detection to ensure consistent behavior. Exposes a configurable interface for defining test scenarios, execution parameters, and reporting options. Central to performance validation and quality assurance of the cognitive agent.","PerformanceBenchmarker, StatisticalAnalyzer, RegressionDetector",,966,27537,2025-09-21T22:07:27.092816,@darianrosebrook,0
evaluation/src/benchmarking/run-benchmarks.ts,run-benchmarks.ts,Test scenarios and evaluation,stable,* Performance Benchmark Runner Script * * Command-line script to run automated performance benchmarks for the Conscious Bot. * Can be integrated into CI/CD pipelines or run manually for performance monitoring. * * Usage: * pnpm run benchmarks * pnpm run benchmarks -- --quick * pnpm run benchmarks -- --memory-only * pnpm run benchmarks -- --output-format=json * * @author @darianrosebrook,,"parseArguments, main",213,7136,2025-09-26T08:51:46.704328,@darianrosebrook,0
evaluation/src/curriculum/curriculum-builder.ts,curriculum-builder.ts,Test scenarios and evaluation,stable,assessment kit generator for evaluating conscious-bot's skill acquisition progress,CurriculumBuilder,,821,21858,2025-08-23T17:46:29.458724,@darianrosebrook,0
evaluation/src/curriculum/curriculum-manager.ts,curriculum-manager.ts,Test scenarios and evaluation,stable,"Implements CurriculumManager, orchestrates creation and modification of test curricula for the conscious-bot, tracks execution progress and generates comprehensive evaluation reports.",CurriculumManager,,993,28840,2025-08-23T17:46:29.458946,@darianrosebrook,0
evaluation/src/curriculum/index.ts,index.ts,Test scenarios and evaluation,stable,"* Curriculum Module * * Exports for the curriculum system that handles progressive skill building, * regression testing, and ablation study coordination. * * @author @darianrosebrook",,,75,1626,2025-08-23T17:46:29.459136,@darianrosebrook,0
evaluation/src/curriculum/regression-suite.ts,regression-suite.ts,Test scenarios and evaluation,stable,"Implements regression test execution framework for the curriculum, orchestrating test scheduling and result aggregation across performance and quality gates. Manages test cases, computes pass/fail status, and evaluates criteria to ensure curriculum adherence and system integrity. Provides detailed reports and actionable recommendations for corrective measures.",RegressionSuiteManager,,715,20939,2025-09-21T22:07:27.093323,@darianrosebrook,0
evaluation/src/curriculum/types.ts,types.ts,Test scenarios and evaluation,stable,"Provides type definitions for organizing and evaluating skills within the conscious-bot curriculum. Implements structured schema for learning objectives, assessment criteria, and skill dependencies. Enables consistent evaluation of both manual and automated tests across the curriculum framework.",,,514,11655,2025-08-23T17:46:29.459578,@darianrosebrook,0
evaluation/src/dashboard/evaluation-dashboard.ts,evaluation-dashboard.ts,Test scenarios and evaluation,stable,"output: Displays evaluation metrics in real-time using a customizable dashboard, supports selecting metrics and scenarios to monitor, and provides alerting for deviations in results",EvaluationDashboard,,943,24528,2025-10-14T18:12:41.686918,@darianrosebrook,0
evaluation/src/index.ts,index.ts,Test scenarios and evaluation,stable,* Evaluation Framework for Complex Multi-Step Reasoning * * Comprehensive evaluation system for testing HRM-inspired cognitive architecture * against complex reasoning scenarios across multiple domains * * @author @darianrosebrook,,"createEvaluationFramework, quickEvaluate, batchEvaluate, generateEvaluationReport, evaluateCurriculumProgression",372,10458,2025-10-14T18:12:41.676730,@darianrosebrook,0
evaluation/src/metrics/performance-analyzer.ts,performance-analyzer.ts,Test scenarios and evaluation,stable,* Performance Analyzer * * Analyzes evaluation results across multiple dimensions to assess * the cognitive architecture's performance on complex reasoning tasks * * @author @darianrosebrook,PerformanceAnalyzer,,915,27139,2025-08-23T17:46:29.459989,@darianrosebrook,0
evaluation/src/regression/regression-monitor.ts,regression-monitor.ts,Test scenarios and evaluation,stable,"Provides a comprehensive regression detection system for the conscious-bot, monitoring performance metrics over time and comparing them against baselines. Evaluates and identifies warning and critical degradation using configurable thresholds and statistical analysis.",RegressionMonitor,,1042,29081,2025-08-23T21:10:17.191467,@darianrosebrook,0
evaluation/src/scenarios/complex-reasoning-scenarios.ts,complex-reasoning-scenarios.ts,Test scenarios and evaluation,stable,Provides a set of navigation-based scenarios to evaluate the core spatial reasoning capabilities of the cognitive architecture within the conscious-bot system. Enforces multi-step problem-solving via maze navigation tasks that require planning and decision-making under simple spatial constraints.,,,589,16740,2025-08-23T17:46:29.460198,@darianrosebrook,0
evaluation/src/scenarios/minedojo-scenarios.ts,minedojo-scenarios.ts,Test scenarios and evaluation,stable,"Implements a set of MineDojo-style survival scenarios for evaluating the conscious-bot's ability to collect wood in a forest biome. Provides structured initial states, constraints, and diverse success metrics to assess resource gathering performance. Enables benchmarking of embodied agent skills under tool-free and time-limited conditions.",,,886,23921,2025-08-23T21:10:10.983755,@darianrosebrook,0
evaluation/src/scenarios/scenario-manager.ts,scenario-manager.ts,Test scenarios and evaluation,active,"Implements scenario execution by coordinating step-by-step reasoning and outcome validation within the evaluation framework. Manages the flow of input steps, tracks agent decisions, and compares results to expected outcomes using the integrated planning system.",ScenarioManager,createIntegratedPlanningSystem,924,25616,2026-01-31T14:39:58.771368,@darianrosebrook,0
